Type;Type.MemberType;Type.Namespace;Type.AssemblyQualifiedName;Type.FullName;Type.Assembly;Type.Module;Type.IsInterface;Type.IsNested;Type.DeclaringType;Type.DeclaringMethod;Type.ReflectedType;Type.UnderlyingSystemType;Type.IsTypeDefinition;Type.IsArray;Type.IsByRef;Type.IsPointer;Type.IsConstructedGenericType;Type.IsGenericParameter;Type.IsGenericTypeParameter;Type.IsGenericMethodParameter;Type.IsGenericType;Type.IsGenericTypeDefinition;Type.IsSZArray;Type.IsVariableBoundArray;Type.IsByRefLike;Type.IsFunctionPointer;Type.IsUnmanagedFunctionPointer;Type.HasElementType;Type.GenericTypeArguments;Type.GenericParameterPosition;Type.GenericParameterAttributes;Type.Attributes;Type.IsAbstract;Type.IsImport;Type.IsSealed;Type.IsSpecialName;Type.IsClass;Type.IsNestedAssembly;Type.IsNestedFamANDAssem;Type.IsNestedFamily;Type.IsNestedFamORAssem;Type.IsNestedPrivate;Type.IsNestedPublic;Type.IsNotPublic;Type.IsPublic;Type.IsAutoLayout;Type.IsExplicitLayout;Type.IsLayoutSequential;Type.IsAnsiClass;Type.IsAutoClass;Type.IsUnicodeClass;Type.IsCOMObject;Type.IsContextful;Type.IsEnum;Type.IsMarshalByRef;Type.IsPrimitive;Type.IsValueType;Type.IsSignatureType;Type.IsSecurityCritical;Type.IsSecuritySafeCritical;Type.IsSecurityTransparent;Type.StructLayoutAttribute;Type.TypeInitializer;Type.TypeHandle;Type.GUID;Type.BaseType;Type.IsSerializable;Type.ContainsGenericParameters;Type.IsVisible;Type.Name;Type.CustomAttributes;Type.IsCollectible;Type.MetadataToken
Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2PermissionDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2PermissionDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2PermissionDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2PermissionDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;ab9947f8-86f8-326a-8221-1231457c4360;System.Object;False;False;True;UserGroup2PermissionDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555083
Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2GranularPermissionDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2GranularPermissionDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2GranularPermissionDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2GranularPermissionDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;13e61b57-44f7-3ec7-846d-0289844fcb90;System.Object;False;False;True;UserGroup2GranularPermissionDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555078
Umbraco.Cms.Infrastructure.Persistence.Dtos.UserStartNodeDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.UserStartNodeDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserStartNodeDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserStartNodeDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;56073150-9d7d-3b41-b5af-8771a4eeaba2;System.Object;False;False;True;UserStartNodeDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555087
Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentNuDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentNuDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentNuDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentNuDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;52149289-ab89-3ed7-bc97-7ffc2e3f9540;System.Object;False;False;True;ContentNuDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)2)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555022
Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentVersionDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentVersionDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentVersionDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentVersionDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;fa73d54d-9c9b-307c-b75b-a0e014055570;System.Object;False;False;True;DocumentVersionDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555038
Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentUrlDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentUrlDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentUrlDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentUrlDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;60b4d6f2-095f-3e52-b139-82562a0c38a9;System.Object;False;False;True;DocumentUrlDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555037
Umbraco.Cms.Infrastructure.Persistence.Dtos.KeyValueDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.KeyValueDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.KeyValueDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.KeyValueDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;158d04c9-71a7-33f2-9cb5-136cb6d613f3;System.Object;False;False;False;KeyValueDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555042
Umbraco.Cms.Infrastructure.Persistence.Dtos.UserLoginDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.UserLoginDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserLoginDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserLoginDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;02090aeb-b9d5-36cb-884b-e1d568e9da29;System.Object;False;False;False;UserLoginDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)2)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555085
Umbraco.Cms.Infrastructure.Persistence.Dtos.ConsentDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.ConsentDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.ConsentDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.ConsentDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;859fab11-f276-33c8-b354-88da9ed8da18;System.Object;False;False;True;ConsentDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)2)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555020
Umbraco.Cms.Infrastructure.Persistence.Dtos.AuditEntryDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.AuditEntryDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.AuditEntryDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.AuditEntryDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;8c524dc0-a9cf-3922-8773-7853ff15e819;System.Object;False;False;False;AuditEntryDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)2)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555017
Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentVersionCultureVariationDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentVersionCultureVariationDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentVersionCultureVariationDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentVersionCultureVariationDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;160a5e34-fb23-3d8c-8946-44c4e4323e41;System.Object;False;False;False;ContentVersionCultureVariationDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)2)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555029
Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentCultureVariationDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentCultureVariationDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentCultureVariationDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.DocumentCultureVariationDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;4d3cea30-97b6-3a16-bc1e-a3db88554050;System.Object;False;False;False;DocumentCultureVariationDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)2)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555035
Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentScheduleDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentScheduleDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentScheduleDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentScheduleDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;cb7b5a41-d91c-3f24-9cd6-a65816e35f69;System.Object;False;False;False;ContentScheduleDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)2)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555023
Umbraco.Cms.Infrastructure.Persistence.Dtos.LogViewerQueryDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.LogViewerQueryDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.LogViewerQueryDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.LogViewerQueryDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;0cce5fdb-2e7e-350a-aeba-dbeb069051f9;System.Object;False;False;False;LogViewerQueryDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555048
Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentVersionCleanupPolicyDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentVersionCleanupPolicyDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentVersionCleanupPolicyDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.ContentVersionCleanupPolicyDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;95588aaa-b831-3259-9d42-11e8d50fa720;System.Object;False;False;False;ContentVersionCleanupPolicyDto;"[[NPoco.TableNameAttribute(""umbracoContentVersionCleanupPolicy"")]...]";False;33555028
Umbraco.Cms.Infrastructure.Persistence.Dtos.CreatedPackageSchemaDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.CreatedPackageSchemaDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.CreatedPackageSchemaDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.CreatedPackageSchemaDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;753f3737-e3a5-325e-a291-3739336a0b22;System.Object;False;False;True;CreatedPackageSchemaDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555031
Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2LanguageDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2LanguageDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2LanguageDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.UserGroup2LanguageDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;0c37635f-6b42-3c9c-b80f-1292845178df;System.Object;False;False;True;UserGroup2LanguageDto;"[[NPoco.TableNameAttribute(""umbracoUserGroup2Language"")], [NPoco.ExplicitColumnsAttribute()]]";False;33555080
Umbraco.Cms.Infrastructure.Persistence.Dtos.WebhookDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.WebhookDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.WebhookDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.WebhookDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Sealed, BeforeFieldInit";False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;4f13d85c-73e7-3f05-b867-e23e3ccb223b;System.Object;False;False;False;WebhookDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555091
Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2ContentTypeKeysDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2ContentTypeKeysDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2ContentTypeKeysDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2ContentTypeKeysDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;5bbcef61-6d70-3220-8a81-f23b718f44bf;System.Object;False;False;True;Webhook2ContentTypeKeysDto;"[[NPoco.TableNameAttribute(""umbracoWebhook2ContentTypeKeys"")], [NPoco.ExplicitColumnsAttribute()]]";False;33555088
Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2EventsDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2EventsDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2EventsDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2EventsDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;dd5889c0-527f-321a-bccc-d4c7013562ee;System.Object;False;False;True;Webhook2EventsDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555089
Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2HeadersDto;TypeInfo;Umbraco.Cms.Infrastructure.Persistence.Dtos;"Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2HeadersDto, Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2HeadersDto;"Umbraco.Infrastructure, Version=17.1.0.0, Culture=neutral, PublicKeyToken=null";Umbraco.Infrastructure.dll;False;False;"";"Exception has been thrown by the target of an invocation.";"";Umbraco.Cms.Infrastructure.Persistence.Dtos.Webhook2HeadersDto;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;[];"Exception has been thrown by the target of an invocation.";"Exception has been thrown by the target of an invocation.";"Public, BeforeFieldInit";False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;System.Runtime.InteropServices.StructLayoutAttribute;"";System.RuntimeTypeHandle;3e0bcbb1-8241-30b8-8b9b-d3db0b42f712;System.Object;False;False;True;Webhook2HeadersDto;"[[System.Runtime.CompilerServices.NullableContextAttribute((Byte)1)], [System.Runtime.CompilerServices.NullableAttribute((Byte)0)]...]";False;33555090
